Trip ID,Duration,Start Date,Start Station,Start Terminal,End Date,End Station,End Terminal,Bike #,Subscription Type,Mean_Temperature_F
70753,788,10/24/2013 14:49,SJSU 4th at San Carlos,12,10/24/2013 15:02,Japantown,9,298,Subscriber,55
70765,1582,10/24/2013 15:05,Japantown,9,10/24/2013 15:31,Japantown,9,261,Subscriber,55
70786,702,10/24/2013 15:31,Japantown,9,10/24/2013 15:43,SJSU 4th at San Carlos,12,298,Subscriber,55
70905,521,10/24/2013 16:50,Market at 10th,67,10/24/2013 16:58,San Francisco Caltrain (Townsend at 4th),70,562,Subscriber,55
71053,653,10/24/2013 17:48,Beale at Market,56,10/24/2013 17:59,2nd at Townsend,61,324,Subscriber,55
71184,566,10/24/2013 18:35,San Francisco Caltrain (Townsend at 4th),70,10/24/2013 18:44,Howard at 2nd,63,542,Subscriber,55
71206,132,10/24/2013 18:48,Yerba Buena Center of the Arts (3rd @ Howard),68,10/24/2013 18:51,5th at Howard,57,463,Subscriber,55
71333,1099,10/24/2013 21:52,San Antonio Caltrain Station,29,10/24/2013 22:10,Mountain View Caltrain Station,28,217,Subscriber,55
71335,416,10/24/2013 22:01,5th at Howard,57,10/24/2013 22:08,San Francisco Caltrain (Townsend at 4th),70,447,Subscriber,55
71343,376,10/24/2013 22:13,Mountain View Caltrain Station,28,10/24/2013 22:19,Evelyn Park and Ride,30,191,Subscriber,55
71358,367,10/24/2013 23:44,San Antonio Caltrain Station,29,10/24/2013 23:51,Rengstorff Avenue / California Street,33,141,Subscriber,55
71476,187,10/25/2013 7:54,Mountain View City Hall,27,10/25/2013 7:57,Mountain View Caltrain Station,28,717,Subscriber,55
71531,560,10/25/2013 8:18,Market at 4th,76,10/25/2013 8:28,South Van Ness at Market,66,553,Subscriber,55
71597,858,10/25/2013 8:45,San Francisco Caltrain (Townsend at 4th),70,10/25/2013 8:59,Beale at Market,56,357,Subscriber,55
71649,586,10/25/2013 9:02,San Francisco Caltrain (Townsend at 4th),70,10/25/2013 9:11,Steuart at Market,74,279,Subscriber,55
71826,311,10/25/2013 10:49,Redwood City Caltrain Station,22,10/25/2013 10:54,Redwood City Medical Center,26,105,Subscriber,55
72195,602,10/25/2013 16:14,Steuart at Market,74,10/25/2013 16:24,San Francisco Caltrain (Townsend at 4th),70,516,Subscriber,55
72327,499,10/25/2013 17:10,San Jose Civic Center,3,10/25/2013 17:18,San Jose Diridon Caltrain Station,2,678,Subscriber,55
72384,213,10/25/2013 17:35,Mountain View Caltrain Station,28,10/25/2013 17:39,Mountain View City Hall,27,252,Subscriber,55
73927,673,10/28/2013 7:38,Market at 4th,76,10/28/2013 7:49,South Van Ness at Market,66,350,Subscriber,57
73962,177,10/28/2013 7:53,Mountain View City Hall,27,10/28/2013 7:56,Mountain View Caltrain Station,28,58,Subscriber,57
74155,417,10/28/2013 9:20,San Francisco Caltrain (Townsend at 4th),70,10/28/2013 9:27,5th at Howard,57,525,Subscriber,57
74171,615,10/28/2013 9:23,San Francisco Caltrain 2 (330 Townsend),69,10/28/2013 9:34,Steuart at Market,74,441,Subscriber,57
74297,307,10/28/2013 10:50,Redwood City Caltrain Station,22,10/28/2013 10:55,Redwood City Medical Center,26,701,Subscriber,57
74322,431,10/28/2013 11:08,San Francisco Caltrain (Townsend at 4th),70,10/28/2013 11:16,Embarcadero at Bryant,54,353,Subscriber,57
74595,588,10/28/2013 15:47,Steuart at Market,74,10/28/2013 15:57,San Francisco Caltrain (Townsend at 4th),70,367,Subscriber,57
74681,245,10/28/2013 16:51,Mountain View Caltrain Station,28,10/28/2013 16:55,Mountain View City Hall,27,695,Subscriber,57
74863,210,10/28/2013 17:58,Mountain View Caltrain Station,28,10/28/2013 18:01,Evelyn Park and Ride,30,295,Subscriber,57
74903,319,10/28/2013 18:10,5th at Howard,57,10/28/2013 18:16,San Francisco Caltrain (Townsend at 4th),70,537,Subscriber,57
75011,226,10/28/2013 19:14,Redwood City Medical Center,26,10/28/2013 19:18,Redwood City Caltrain Station,22,693,Subscriber,57
75320,545,10/29/2013 8:16,Market at 4th,76,10/29/2013 8:25,South Van Ness at Market,66,391,Subscriber,56
75393,347,10/29/2013 8:48,San Francisco Caltrain (Townsend at 4th),70,10/29/2013 8:54,Howard at 2nd,63,498,Subscriber,56
75409,373,10/29/2013 8:51,San Francisco Caltrain (Townsend at 4th),70,10/29/2013 8:57,5th at Howard,57,620,Subscriber,56
75601,770,10/29/2013 10:11,San Francisco Caltrain (Townsend at 4th),70,10/29/2013 10:23,Market at 10th,67,627,Subscriber,56
75987,577,10/29/2013 16:48,Market at 10th,67,10/29/2013 16:57,San Francisco Caltrain (Townsend at 4th),70,462,Subscriber,56
76126,958,10/29/2013 17:40,South Van Ness at Market,66,10/29/2013 17:56,Commercial at Montgomery,45,554,Subscriber,56
76229,307,10/29/2013 18:21,5th at Howard,57,10/29/2013 18:27,San Francisco Caltrain (Townsend at 4th),70,515,Subscriber,56
76316,540,10/29/2013 19:05,Davis at Jackson,42,10/29/2013 19:14,Powell Street BART,39,455,Subscriber,56
76437,301,10/29/2013 22:13,Mountain View Caltrain Station,28,10/29/2013 22:18,Evelyn Park and Ride,30,36,Subscriber,56
76563,495,10/30/2013 7:42,Market at 4th,76,10/30/2013 7:51,South Van Ness at Market,66,384,Subscriber,53
76626,755,10/30/2013 8:05,San Jose Diridon Caltrain Station,2,10/30/2013 8:18,SJSU - San Salvador at 9th,16,207,Subscriber,53
76720,432,10/30/2013 8:48,San Francisco Caltrain (Townsend at 4th),70,10/30/2013 8:55,Howard at 2nd,63,477,Subscriber,53
76783,559,10/30/2013 9:05,San Jose Diridon Caltrain Station,2,10/30/2013 9:14,MLK Library,11,208,Subscriber,53
76827,629,10/30/2013 9:25,San Francisco Caltrain (Townsend at 4th),70,10/30/2013 9:36,Steuart at Market,74,368,Subscriber,53
76837,476,10/30/2013 9:28,San Francisco Caltrain (Townsend at 4th),70,10/30/2013 9:36,5th at Howard,57,581,Subscriber,53
76861,336,10/30/2013 9:38,MLK Library,11,10/30/2013 9:43,San Pedro Square,6,24,Subscriber,53
77121,594,10/30/2013 13:12,South Van Ness at Market,66,10/30/2013 13:22,Market at Sansome,77,576,Subscriber,53
77164,596,10/30/2013 13:48,MLK Library,11,10/30/2013 13:58,San Jose Diridon Caltrain Station,2,35,Subscriber,53
77288,682,10/30/2013 15:55,Steuart at Market,74,10/30/2013 16:06,San Francisco Caltrain (Townsend at 4th),70,557,Subscriber,53
77395,242,10/30/2013 16:52,Mountain View Caltrain Station,28,10/30/2013 16:56,Mountain View City Hall,27,127,Subscriber,53
77517,263,10/30/2013 17:32,Santa Clara at Almaden,4,10/30/2013 17:36,San Jose Diridon Caltrain Station,2,89,Subscriber,53
77574,424,10/30/2013 17:51,Howard at 2nd,63,10/30/2013 17:58,San Francisco Caltrain (Townsend at 4th),70,391,Subscriber,53
77674,295,10/30/2013 18:38,Mountain View Caltrain Station,28,10/30/2013 18:42,Evelyn Park and Ride,30,697,Subscriber,53
77807,352,10/30/2013 20:35,5th at Howard,57,10/30/2013 20:41,San Francisco Caltrain (Townsend at 4th),70,513,Subscriber,53
78002,531,10/31/2013 7:47,Market at 4th,76,10/31/2013 7:56,South Van Ness at Market,66,283,Subscriber,55
78072,341,10/31/2013 8:23,San Jose Diridon Caltrain Station,2,10/31/2013 8:29,San Pedro Square,6,85,Subscriber,55
78183,389,10/31/2013 8:53,San Francisco Caltrain (Townsend at 4th),70,10/31/2013 9:00,Howard at 2nd,63,424,Subscriber,55
78188,361,10/31/2013 8:54,San Francisco Caltrain (Townsend at 4th),70,10/31/2013 9:00,5th at Howard,57,521,Subscriber,55
78328,655,10/31/2013 10:05,San Francisco Caltrain (Townsend at 4th),70,10/31/2013 10:16,Market at 10th,67,603,Subscriber,55
78862,354,10/31/2013 16:26,Howard at 2nd,63,10/31/2013 16:31,San Francisco Caltrain (Townsend at 4th),70,557,Subscriber,55
78931,485,10/31/2013 16:49,Market at 10th,67,10/31/2013 16:57,San Francisco Caltrain (Townsend at 4th),70,359,Subscriber,55
79009,383,10/31/2013 17:13,5th at Howard,57,10/31/2013 17:19,San Francisco Caltrain 2 (330 Townsend),69,356,Subscriber,55
79071,332,10/31/2013 17:32,San Pedro Square,6,10/31/2013 17:37,San Jose Diridon Caltrain Station,2,56,Subscriber,55
79521,363,11/1/2013 8:04,San Jose Diridon Caltrain Station,2,11/1/2013 8:10,San Pedro Square,6,86,Subscriber,57
79529,530,11/1/2013 8:07,Market at 4th,76,11/1/2013 8:16,South Van Ness at Market,66,589,Subscriber,57
79603,346,11/1/2013 8:45,San Francisco Caltrain (Townsend at 4th),70,11/1/2013 8:51,Howard at 2nd,63,430,Subscriber,57
79611,505,11/1/2013 8:47,San Francisco Caltrain (Townsend at 4th),70,11/1/2013 8:55,Powell Street BART,39,625,Subscriber,57
79721,522,11/1/2013 9:30,San Jose Diridon Caltrain Station,2,11/1/2013 9:38,San Jose City Hall,10,249,Subscriber,57
79790,695,11/1/2013 10:09,San Francisco Caltrain (Townsend at 4th),70,11/1/2013 10:21,Market at 10th,67,590,Subscriber,57
79855,287,11/1/2013 10:51,Redwood City Caltrain Station,22,11/1/2013 10:55,Redwood City Medical Center,26,123,Subscriber,57
80248,614,11/1/2013 15:46,Mountain View Caltrain Station,28,11/1/2013 15:56,Mountain View City Hall,27,77,Customer,57
80257,365,11/1/2013 15:57,Howard at 2nd,63,11/1/2013 16:03,San Francisco Caltrain (Townsend at 4th),70,510,Subscriber,57
80297,596,11/1/2013 16:18,Market at 10th,67,11/1/2013 16:28,San Francisco Caltrain (Townsend at 4th),70,633,Subscriber,57
80466,480,11/1/2013 17:31,San Jose City Hall,10,11/1/2013 17:39,San Jose Diridon Caltrain Station,2,45,Subscriber,57
80484,238,11/1/2013 17:35,Santa Clara at Almaden,4,11/1/2013 17:39,San Jose Diridon Caltrain Station,2,233,Subscriber,57
80558,308,11/1/2013 17:59,Mountain View Caltrain Station,28,11/1/2013 18:04,Evelyn Park and Ride,30,243,Subscriber,57
80642,408,11/1/2013 18:34,Embarcadero at Bryant,54,11/1/2013 18:41,San Francisco Caltrain (Townsend at 4th),70,457,Subscriber,57
80856,396,11/2/2013 5:58,Mechanics Plaza (Market at Battery),75,11/2/2013 6:05,Powell Street BART,39,338,Subscriber,54
81716,1418,11/3/2013 12:05,Rengstorff Avenue / California Street,33,11/3/2013 12:29,California Ave Caltrain Station,36,191,Subscriber,53
81719,1405,11/3/2013 12:05,Rengstorff Avenue / California Street,33,11/3/2013 12:29,California Ave Caltrain Station,36,690,Subscriber,53
81771,1295,11/3/2013 12:58,California Ave Caltrain Station,36,11/3/2013 13:19,Rengstorff Avenue / California Street,33,191,Subscriber,53
81772,1308,11/3/2013 12:58,California Ave Caltrain Station,36,11/3/2013 13:19,Rengstorff Avenue / California Street,33,690,Subscriber,53
82115,431,11/4/2013 7:30,Market at 4th,76,11/4/2013 7:37,Market at 10th,67,605,Subscriber,52
82160,175,11/4/2013 7:46,Mountain View City Hall,27,11/4/2013 7:49,Mountain View Caltrain Station,28,60,Subscriber,52
82261,326,11/4/2013 8:26,San Francisco Caltrain (Townsend at 4th),70,11/4/2013 8:31,Yerba Buena Center of the Arts (3rd @ Howard),68,390,Subscriber,52
82276,465,11/4/2013 8:30,San Jose Diridon Caltrain Station,2,11/4/2013 8:37,MLK Library,11,56,Subscriber,52
82350,614,11/4/2013 8:49,San Francisco Caltrain (Townsend at 4th),70,11/4/2013 8:59,Steuart at Market,74,582,Subscriber,52
82394,749,11/4/2013 9:02,San Francisco Caltrain 2 (330 Townsend),69,11/4/2013 9:14,Harry Bridges Plaza (Ferry Building),50,292,Subscriber,52
82444,347,11/4/2013 9:23,San Francisco Caltrain (Townsend at 4th),70,11/4/2013 9:28,5th at Howard,57,322,Subscriber,52
82572,313,11/4/2013 10:57,Powell Street BART,39,11/4/2013 11:02,Market at 10th,67,523,Subscriber,52
82917,539,11/4/2013 15:57,Steuart at Market,74,11/4/2013 16:06,San Francisco Caltrain (Townsend at 4th),70,483,Subscriber,52
82954,1070,11/4/2013 16:22,San Jose City Hall,10,11/4/2013 16:40,San Jose City Hall,10,158,Subscriber,52
83028,217,11/4/2013 16:51,Mountain View Caltrain Station,28,11/4/2013 16:55,Mountain View City Hall,27,702,Subscriber,52
83031,432,11/4/2013 16:52,Market at 10th,67,11/4/2013 17:00,San Francisco Caltrain (Townsend at 4th),70,391,Subscriber,52
83126,307,11/4/2013 17:24,5th at Howard,57,11/4/2013 17:29,San Francisco Caltrain (Townsend at 4th),70,586,Subscriber,52
83220,329,11/4/2013 18:00,Yerba Buena Center of the Arts (3rd @ Howard),68,11/4/2013 18:06,San Francisco Caltrain (Townsend at 4th),70,397,Subscriber,52
83310,424,11/4/2013 18:37,San Jose City Hall,10,11/4/2013 18:44,San Jose Diridon Caltrain Station,2,158,Subscriber,52
83363,271,11/4/2013 19:10,Mountain View Caltrain Station,28,11/4/2013 19:14,Evelyn Park and Ride,30,685,Subscriber,52
83705,415,11/5/2013 8:12,Market at 4th,76,11/5/2013 8:19,South Van Ness at Market,66,407,Subscriber,56
83795,356,11/5/2013 8:44,San Francisco Caltrain (Townsend at 4th),70,11/5/2013 8:50,Yerba Buena Center of the Arts (3rd @ Howard),68,520,Subscriber,56
83918,484,11/5/2013 9:17,San Jose Diridon Caltrain Station,2,11/5/2013 9:25,MLK Library,11,208,Subscriber,56
83943,367,11/5/2013 9:27,San Francisco Caltrain 2 (330 Townsend),69,11/5/2013 9:33,5th at Howard,57,394,Subscriber,56
83994,280,11/5/2013 9:51,2nd at Townsend,61,11/5/2013 9:55,Embarcadero at Bryant,54,378,Subscriber,56
84034,585,11/5/2013 10:15,San Francisco Caltrain 2 (330 Townsend),69,11/5/2013 10:25,Market at 10th,67,483,Subscriber,56
84213,252,11/5/2013 12:44,Market at 10th,67,11/5/2013 12:48,Powell Street BART,39,635,Subscriber,56
84285,161,11/5/2013 13:44,San Jose City Hall,10,11/5/2013 13:47,St James Park,13,11,Subscriber,56
84316,376,11/5/2013 14:15,St James Park,13,11/5/2013 14:21,Japantown,9,251,Subscriber,56
84327,454,11/5/2013 14:23,Japantown,9,11/5/2013 14:30,San Jose City Hall,10,209,Subscriber,56
84517,507,11/5/2013 16:54,Market at 10th,67,11/5/2013 17:03,San Francisco Caltrain (Townsend at 4th),70,491,Subscriber,56
84636,427,11/5/2013 17:35,San Jose City Hall,10,11/5/2013 17:42,San Jose Diridon Caltrain Station,2,209,Subscriber,56
84693,355,11/5/2013 17:54,Yerba Buena Center of the Arts (3rd @ Howard),68,11/5/2013 18:00,San Francisco Caltrain (Townsend at 4th),70,277,Subscriber,56
84755,329,11/5/2013 18:18,5th at Howard,57,11/5/2013 18:23,San Francisco Caltrain (Townsend at 4th),70,464,Subscriber,56
85146,523,11/6/2013 7:39,Market at 4th,76,11/6/2013 7:48,South Van Ness at Market,66,392,Subscriber,56
85239,325,11/6/2013 8:22,San Francisco Caltrain (Townsend at 4th),70,11/6/2013 8:28,Yerba Buena Center of the Arts (3rd @ Howard),68,477,Subscriber,56
85378,589,11/6/2013 9:06,San Jose Diridon Caltrain Station,2,11/6/2013 9:16,MLK Library,11,183,Subscriber,56
85418,656,11/6/2013 9:28,San Francisco Caltrain (Townsend at 4th),70,11/6/2013 9:39,Harry Bridges Plaza (Ferry Building),50,269,Subscriber,56
85603,372,11/6/2013 11:51,Redwood City Caltrain Station,22,11/6/2013 11:57,Redwood City Medical Center,26,694,Subscriber,56
85734,669,11/6/2013 13:42,Paseo de San Antonio,7,11/6/2013 13:54,San Jose Diridon Caltrain Station,2,231,Subscriber,56
85844,564,11/6/2013 15:49,Steuart at Market,74,11/6/2013 15:58,San Francisco Caltrain (Townsend at 4th),70,367,Subscriber,56
85988,232,11/6/2013 16:53,Mountain View Caltrain Station,28,11/6/2013 16:57,Mountain View City Hall,27,717,Subscriber,56
86002,769,11/6/2013 16:59,Market at 10th,67,11/6/2013 17:12,Market at 10th,67,574,Subscriber,56
86017,361,11/6/2013 17:03,Yerba Buena Center of the Arts (3rd @ Howard),68,11/6/2013 17:09,San Francisco Caltrain (Townsend at 4th),70,477,Subscriber,56
86159,358,11/6/2013 17:55,Embarcadero at Bryant,54,11/6/2013 18:01,San Francisco Caltrain (Townsend at 4th),70,504,Subscriber,56
86784,311,11/7/2013 8:44,San Francisco Caltrain (Townsend at 4th),70,11/7/2013 8:50,Yerba Buena Center of the Arts (3rd @ Howard),68,556,Subscriber,57
86985,684,11/7/2013 10:07,San Francisco Caltrain 2 (330 Townsend),69,11/7/2013 10:19,Market at 10th,67,398,Subscriber,57
87044,321,11/7/2013 10:52,Redwood City Caltrain Station,22,11/7/2013 10:58,Redwood City Medical Center,26,219,Subscriber,57
87551,525,11/7/2013 16:57,Market at 10th,67,11/7/2013 17:06,San Francisco Caltrain (Townsend at 4th),70,600,Subscriber,57
87606,640,11/7/2013 17:13,Spear at Folsom,49,11/7/2013 17:24,San Francisco Caltrain 2 (330 Townsend),69,582,Subscriber,57
87729,310,11/7/2013 17:59,Yerba Buena Center of the Arts (3rd @ Howard),68,11/7/2013 18:04,San Francisco Caltrain (Townsend at 4th),70,523,Subscriber,57
88057,280,11/7/2013 22:53,Mountain View Caltrain Station,28,11/7/2013 22:58,Evelyn Park and Ride,30,148,Subscriber,57
88193,249,11/8/2013 7:45,Evelyn Park and Ride,30,11/8/2013 7:49,Mountain View Caltrain Station,28,77,Subscriber,56
88203,192,11/8/2013 7:48,Mountain View City Hall,27,11/8/2013 7:51,Mountain View Caltrain Station,28,191,Subscriber,56
88259,386,11/8/2013 8:06,Market at 4th,76,11/8/2013 8:12,Market at 10th,67,545,Subscriber,56
88370,340,11/8/2013 8:46,San Francisco Caltrain (Townsend at 4th),70,11/8/2013 8:52,Yerba Buena Center of the Arts (3rd @ Howard),68,433,Subscriber,56
88377,599,11/8/2013 8:47,San Francisco Caltrain (Townsend at 4th),70,11/8/2013 8:57,Steuart at Market,74,409,Subscriber,56
88492,643,11/8/2013 9:22,San Francisco Caltrain 2 (330 Townsend),69,11/8/2013 9:32,Market at 10th,67,599,Subscriber,56
88654,395,11/8/2013 11:03,Redwood City Caltrain Station,22,11/8/2013 11:10,Redwood City Medical Center,26,21,Subscriber,56
88871,363,11/8/2013 13:00,Market at 10th,67,11/8/2013 13:06,5th at Howard,57,611,Subscriber,56
89107,518,11/8/2013 15:55,Steuart at Market,74,11/8/2013 16:04,San Francisco Caltrain (Townsend at 4th),70,605,Subscriber,56
89230,462,11/8/2013 16:47,Market at 10th,67,11/8/2013 16:54,San Francisco Caltrain (Townsend at 4th),70,492,Subscriber,56
89239,236,11/8/2013 16:51,Mountain View Caltrain Station,28,11/8/2013 16:55,Mountain View City Hall,27,36,Subscriber,56
89284,325,11/8/2013 17:05,Yerba Buena Center of the Arts (3rd @ Howard),68,11/8/2013 17:11,San Francisco Caltrain (Townsend at 4th),70,433,Subscriber,56
89430,296,11/8/2013 17:56,Mountain View Caltrain Station,28,11/8/2013 18:01,Evelyn Park and Ride,30,697,Subscriber,56
89495,671,11/8/2013 18:32,San Francisco Caltrain (Townsend at 4th),70,11/8/2013 18:43,Market at Sansome,77,576,Subscriber,56
89592,62,11/8/2013 20:12,Mountain View City Hall,27,11/8/2013 20:13,Mountain View City Hall,27,167,Subscriber,56
89616,943,11/8/2013 20:53,Embarcadero at Folsom,51,11/8/2013 21:09,Golden Gate at Polk,59,603,Subscriber,56
89664,689,11/8/2013 22:26,Golden Gate at Polk,59,11/8/2013 22:38,Embarcadero at Folsom,51,525,Subscriber,56
89951,750,11/9/2013 11:55,San Francisco Caltrain (Townsend at 4th),70,11/9/2013 12:07,Powell Street BART,39,285,Subscriber,55
89977,201,11/9/2013 12:13,Embarcadero at Folsom,51,11/9/2013 12:16,Embarcadero at Folsom,51,629,Subscriber,55
90177,1135,11/9/2013 14:48,Grant Avenue at Columbus Avenue,73,11/9/2013 15:07,Yerba Buena Center of the Arts (3rd @ Howard),68,344,Subscriber,55
90716,345,11/10/2013 10:26,Mountain View City Hall,27,11/10/2013 10:32,Mountain View Caltrain Station,28,716,Subscriber,54
90731,296,11/10/2013 10:47,Mountain View Caltrain Station,28,11/10/2013 10:52,Mountain View City Hall,27,716,Subscriber,54
91333,532,11/11/2013 7:48,Market at 4th,76,11/11/2013 7:57,South Van Ness at Market,66,331,Subscriber,58
91404,149,11/11/2013 8:21,Mountain View City Hall,27,11/11/2013 8:23,Mountain View Caltrain Station,28,190,Subscriber,58
91486,376,11/11/2013 8:47,San Francisco Caltrain 2 (330 Townsend),69,11/11/2013 8:54,Yerba Buena Center of the Arts (3rd @ Howard),68,327,Subscriber,58
91492,378,11/11/2013 8:48,San Francisco Caltrain 2 (330 Townsend),69,11/11/2013 8:54,5th at Howard,57,395,Subscriber,58
91496,497,11/11/2013 8:49,San Francisco Caltrain 2 (330 Townsend),69,11/11/2013 8:57,Embarcadero at Bryant,54,502,Subscriber,58
91564,482,11/11/2013 9:21,San Francisco Caltrain (Townsend at 4th),70,11/11/2013 9:29,Steuart at Market,74,628,Subscriber,58
91631,666,11/11/2013 10:09,San Francisco Caltrain 2 (330 Townsend),69,11/11/2013 10:20,Market at 10th,67,269,Subscriber,58
91670,257,11/11/2013 10:51,Redwood City Caltrain Station,22,11/11/2013 10:56,Redwood City Medical Center,26,694,Subscriber,58
91856,598,11/11/2013 13:52,Clay at Battery,41,11/11/2013 14:02,Embarcadero at Folsom,51,415,Subscriber,58
91954,633,11/11/2013 15:13,South Van Ness at Market,66,11/11/2013 15:23,Market at Sansome,77,621,Subscriber,58
91993,544,11/11/2013 15:58,Steuart at Market,74,11/11/2013 16:07,San Francisco Caltrain (Townsend at 4th),70,391,Subscriber,58
92066,534,11/11/2013 16:44,Market at 10th,67,11/11/2013 16:53,San Francisco Caltrain (Townsend at 4th),70,443,Subscriber,58
92091,220,11/11/2013 16:52,Mountain View Caltrain Station,28,11/11/2013 16:56,Mountain View City Hall,27,234,Subscriber,58
92110,450,11/11/2013 17:00,Embarcadero at Bryant,54,11/11/2013 17:07,San Francisco Caltrain (Townsend at 4th),70,624,Subscriber,58
92255,309,11/11/2013 18:01,Yerba Buena Center of the Arts (3rd @ Howard),68,11/11/2013 18:06,San Francisco Caltrain (Townsend at 4th),70,554,Subscriber,58
92270,299,11/11/2013 18:04,5th at Howard,57,11/11/2013 18:09,San Francisco Caltrain (Townsend at 4th),70,271,Subscriber,58
92663,514,11/12/2013 8:12,Market at 4th,76,11/12/2013 8:21,South Van Ness at Market,66,391,Subscriber,60
92785,384,11/12/2013 8:53,San Francisco Caltrain (Townsend at 4th),70,11/12/2013 9:00,Yerba Buena Center of the Arts (3rd @ Howard),68,459,Subscriber,60
92787,346,11/12/2013 8:54,San Francisco Caltrain (Townsend at 4th),70,11/12/2013 9:00,5th at Howard,57,270,Subscriber,60
92794,389,11/12/2013 8:56,San Francisco Caltrain 2 (330 Townsend),69,11/12/2013 9:03,Yerba Buena Center of the Arts (3rd @ Howard),68,524,Subscriber,60
92875,594,11/12/2013 9:19,San Jose Diridon Caltrain Station,2,11/12/2013 9:28,MLK Library,11,211,Subscriber,60
93005,568,11/12/2013 10:22,San Francisco Caltrain 2 (330 Townsend),69,11/12/2013 10:31,Market at 10th,67,519,Subscriber,60
93117,763,11/12/2013 12:13,San Jose City Hall,10,11/12/2013 12:25,Paseo de San Antonio,7,118,Subscriber,60
93285,1368,11/12/2013 14:41,Embarcadero at Folsom,51,11/12/2013 15:04,Golden Gate at Polk,59,560,Subscriber,60
93477,487,11/12/2013 16:50,Market at 10th,67,11/12/2013 16:58,San Francisco Caltrain (Townsend at 4th),70,426,Subscriber,60
93526,287,11/12/2013 17:04,Yerba Buena Center of the Arts (3rd @ Howard),68,11/12/2013 17:09,San Francisco Caltrain (Townsend at 4th),70,459,Subscriber,60
93597,629,11/12/2013 17:27,San Jose City Hall,10,11/12/2013 17:38,San Jose Diridon Caltrain Station,2,63,Subscriber,60
93731,359,11/12/2013 18:12,5th at Howard,57,11/12/2013 18:18,San Francisco Caltrain (Townsend at 4th),70,270,Subscriber,60
94011,637,11/12/2013 23:57,Golden Gate at Polk,59,11/13/2013 0:08,Embarcadero at Folsom,51,491,Subscriber,60
94110,550,11/13/2013 7:38,San Francisco Caltrain (Townsend at 4th),70,11/13/2013 7:47,Embarcadero at Bryant,54,416,Subscriber,56
94120,453,11/13/2013 7:43,Market at 4th,76,11/13/2013 7:51,South Van Ness at Market,66,492,Subscriber,56
94181,212,11/13/2013 8:12,Mountain View City Hall,27,11/13/2013 8:15,Mountain View Caltrain Station,28,77,Subscriber,56
94390,314,11/13/2013 9:26,San Francisco Caltrain 2 (330 Townsend),69,11/13/2013 9:32,Yerba Buena Center of the Arts (3rd @ Howard),68,488,Subscriber,56
94412,378,11/13/2013 9:35,2nd at Townsend,61,11/13/2013 9:41,Steuart at Market,74,567,Subscriber,56
94506,371,11/13/2013 10:43,San Francisco Caltrain (Townsend at 4th),70,11/13/2013 10:49,5th at Howard,57,290,Subscriber,56
94613,314,11/13/2013 12:42,San Jose City Hall,10,11/13/2013 12:47,San Salvador at 1st,8,642,Subscriber,56
94732,306,11/13/2013 14:52,Redwood City Caltrain Station,22,11/13/2013 14:58,Redwood City Medical Center,26,128,Subscriber,56
94787,578,11/13/2013 15:47,Steuart at Market,74,11/13/2013 15:57,San Francisco Caltrain (Townsend at 4th),70,441,Subscriber,56
94796,425,11/13/2013 15:56,Mountain View City Hall,27,11/13/2013 16:03,Mountain View Caltrain Station,28,243,Subscriber,56
94876,395,11/13/2013 16:40,Mountain View Caltrain Station,28,11/13/2013 16:47,Mountain View City Hall,27,81,Subscriber,56
94902,226,11/13/2013 16:52,Mountain View Caltrain Station,28,11/13/2013 16:56,Mountain View City Hall,27,190,Subscriber,56
94930,479,11/13/2013 17:02,Embarcadero at Bryant,54,11/13/2013 17:10,San Francisco Caltrain 2 (330 Townsend),69,276,Subscriber,56
94944,628,11/13/2013 17:05,San Francisco Caltrain (Townsend at 4th),70,11/13/2013 17:15,5th at Howard,57,390,Subscriber,56
95326,290,11/13/2013 21:50,Mountain View Caltrain Station,28,11/13/2013 21:55,Evelyn Park and Ride,30,243,Subscriber,56
95360,373,11/13/2013 22:48,Mountain View Caltrain Station,28,11/13/2013 22:54,Mountain View City Hall,27,253,Subscriber,56
95471,251,11/14/2013 7:41,Mountain View City Hall,27,11/14/2013 7:45,Mountain View Caltrain Station,28,689,Subscriber,56
95507,542,11/14/2013 7:55,Market at 4th,76,11/14/2013 8:04,South Van Ness at Market,66,503,Subscriber,56
95529,436,11/14/2013 8:03,San Jose Diridon Caltrain Station,2,11/14/2013 8:10,San Pedro Square,6,699,Subscriber,56
95701,818,11/14/2013 8:56,2nd at Townsend,61,11/14/2013 9:09,Mechanics Plaza (Market at Battery),75,312,Subscriber,56
95706,1353,11/14/2013 8:57,Mountain View Caltrain Station,28,11/14/2013 9:20,Mountain View Caltrain Station,28,698,Subscriber,56
95782,395,11/14/2013 9:22,San Francisco Caltrain (Townsend at 4th),70,11/14/2013 9:29,Yerba Buena Center of the Arts (3rd @ Howard),68,541,Subscriber,56
95941,664,11/14/2013 10:39,San Francisco Caltrain 2 (330 Townsend),69,11/14/2013 10:50,Market at 10th,67,443,Subscriber,56
95992,290,11/14/2013 11:51,Redwood City Caltrain Station,22,11/14/2013 11:56,Redwood City Medical Center,26,105,Subscriber,56
96034,262,11/14/2013 12:29,Market at 10th,67,11/14/2013 12:33,Powell Street BART,39,527,Subscriber,56
96057,1034,11/14/2013 12:45,Embarcadero at Folsom,51,11/14/2013 13:02,Golden Gate at Polk,59,371,Subscriber,56
